Date,Year,Month,Precip
1983-04,1983,4,5.5
1983-05,1983,5,7.72
1983-06,1983,6,2.97
1983-07,1983,7,1.21
1983-08,1983,8,1.12
1983-09,1983,9,0.83
1983-10,1983,10,2.67
1983-11,1983,11,4.8
1983-12,1983,12,7.65
1984-01,1984,1,1.45
1984-02,1984,2,3.94
1984-03,1984,3,5.37
1984-04,1984,4,3.09
1984-05,1984,5,7.58
1984-06,1984,6,0.44
1984-07,1984,7,3.93
1984-08,1984,8,4.79
1984-09,1984,9,3.17
1984-10,1984,10,15.47
1984-11,1984,11,6.61
1984-12,1984,12,4.4
1985-01,1985,1,3.25
1985-02,1985,2,3.62
1985-03,1985,3,5.38
1985-04,1985,4,7.4
1985-05,1985,5,2.42
1985-06,1985,6,1.99
1985-07,1985,7,2.36
1985-08,1985,8,2.76
1985-09,1985,9,3.84
1985-10,1985,10,4.73
1985-11,1985,11,5.56
1985-12,1985,12,3.77
1986-01,1986,1,0.28
1986-02,1986,2,3.07
1986-03,1986,3,3.23
1986-04,1986,4,7.18
1986-05,1986,5,3.91
1986-06,1986,6,6.55
1986-07,1986,7,0.58
1986-08,1986,8,4.13
1986-09,1986,9,1.4
1986-10,1986,10,5.31
1986-11,1986,11,6.06
1986-12,1986,12,3.68
1987-01,1987,1,2.15
1987-02,1987,2,7.44
1987-03,1987,3,2.98
1987-04,1987,4,0.56
1987-05,1987,5,4.03
1987-06,1987,6,3.63
1987-07,1987,7,2.64
1987-08,1987,8,1.9
1987-09,1987,9,4.87
1987-10,1987,10,1.74
1987-11,1987,11,9.99
1987-12,1987,12,12.83
1988-01,1988,1,3.15
1988-02,1988,2,3.39
1988-03,1988,3,3.59
1988-04,1988,4,4.2
1988-05,1988,5,1.24
1988-06,1988,6,1.85
1988-07,1988,7,5.98
1988-08,1988,8,2.12
1988-09,1988,9,1.71
1988-10,1988,10,3.35
1988-11,1988,11,11.93
1988-12,1988,12,2.74
1989-01,1989,1,3.2
1989-02,1989,2,9.28
1989-03,1989,3,7.12
1989-04,1989,4,2.32
1989-05,1989,5,4.96
1989-06,1989,6,4.85
1989-07,1989,7,6.86
1989-08,1989,8,0.82
1989-09,1989,9,3.52
1989-10,1989,10,1.31
1989-11,1989,11,1.69
1989-12,1989,12,1.72
1990-01,1990,1,5.84
1990-02,1990,2,4.64
1990-03,1990,3,10.46
1990-04,1990,4,6.09
1990-05,1990,5,7.95
1990-06,1990,6,2.34
1990-07,1990,7,1.95
1990-08,1990,8,2.22
1990-09,1990,9,3.58
1990-10,1990,10,8.2
1990-11,1990,11,3.2
1990-12,1990,12,7.99
1991-01,1991,1,5.82
1991-02,1991,2,3.03
1991-03,1991,3,3.11
1991-04,1991,4,11.87
1991-05,1991,5,3.7
1991-06,1991,6,2.92
1991-07,1991,7,3.14
1991-08,1991,8,4.65
1991-09,1991,9,3.18
1991-10,1991,10,6.88
1991-11,1991,11,5.47
1991-12,1991,12,5.71
1992-01,1992,1,2.05
1992-02,1992,2,2.58
1992-03,1992,3,5.97
1992-04,1992,4,1.95
1992-05,1992,5,2.65
1992-06,1992,6,5.99
1992-07,1992,7,4.72
1992-08,1992,8,3.31
1992-09,1992,9,3.15
1992-10,1992,10,0.67
1992-11,1992,11,5.19
1992-12,1992,12,4.85
1993-01,1993,1,4.49
1993-02,1993,2,2.86
1993-03,1993,3,2.75
1993-04,1993,4,6.1
1993-05,1993,5,4.46
1993-06,1993,6,2.45
1993-07,1993,7,2.75
1993-08,1993,8,3.41
1993-09,1993,9,1.75
1993-10,1993,10,5.12
1993-11,1993,11,6.53
1993-12,1993,12,5.37
1994-01,1994,1,5.46
1994-02,1994,2,3.65
1994-03,1994,3,4.88
1994-04,1994,4,4.36
1994-05,1994,5,4.71
1994-06,1994,6,3.99
1994-07,1994,7,7.11
1994-08,1994,8,2.78
1994-09,1994,9,3.41
1994-10,1994,10,2.8
1994-11,1994,11,6.23
1994-12,1994,12,4.62
1995-01,1995,1,4.52
1995-02,1995,2,2.22
1995-03,1995,3,3.65
1995-04,1995,4,5.21
1995-05,1995,5,3.71
1995-06,1995,6,2.04
1995-07,1995,7,3.94
1995-08,1995,8,0.32
1995-09,1995,9,1.73
1995-10,1995,10,3.8
1995-11,1995,11,3.05
1995-12,1995,12,3.76
1996-01,1996,1,2.95
1996-02,1996,2,1.66
1996-03,1996,3,3.51
1996-04,1996,4,3.84
1996-05,1996,5,5.78
1996-06,1996,6,3.4
1996-07,1996,7,6.22
1996-08,1996,8,0.83
1996-09,1996,9,5.19
1996-10,1996,10,5.25
1996-11,1996,11,7.9
1996-12,1996,12,3.77
1997-01,1997,1,2.39
1997-02,1997,2,4.79
1997-03,1997,3,6.91
1997-04,1997,4,8.6
1997-05,1997,5,3.18
1997-06,1997,6,5.74
1997-07,1997,7,1.5
1997-08,1997,8,1.74
1997-09,1997,9,4.03
1997-10,1997,10,4.54
1997-11,1997,11,3.69
1997-12,1997,12,3.82
1998-01,1998,1,4.8
1998-02,1998,2,4.75
1998-03,1998,3,4.7
1998-04,1998,4,1.85
1998-05,1998,5,2.74
1998-06,1998,6,1.4
1998-07,1998,7,2.9
1998-08,1998,8,3.44
1998-09,1998,9,4.51
1998-10,1998,10,5.69
1998-11,1998,11,1.98
1998-12,1998,12,3.7
1999-01,1999,1,7.16
1999-02,1999,2,1.12
1999-03,1999,3,5.21
1999-04,1999,4,6.01
1999-05,1999,5,3.28
1999-06,1999,6,4.47
1999-07,1999,7,2.2
1999-08,1999,8,0.81
1999-09,1999,9,1.46
1999-10,1999,10,2.81
1999-11,1999,11,2.69
1999-12,1999,12,4.23
2000-01,2000,1,1.44
2000-02,2000,2,2.74
2000-03,2000,3,3.83
2000-04,2000,4,2.72
2000-05,2000,5,5.35
2000-06,2000,6,5.96
2000-07,2000,7,0.64
2000-08,2000,8,0.06
2000-09,2000,9,2.52
2000-10,2000,10,0.97
2000-11,2000,11,10.31
2000-12,2000,12,3.39
2001-01,2001,1,2.97
2001-02,2001,2,7.93
2001-03,2001,3,3.59
2001-04,2001,4,1.71
2001-05,2001,5,4.62
2001-06,2001,6,1.79
2001-07,2001,7,3.53
2001-08,2001,8,2.65
2001-09,2001,9,2.09
2001-10,2001,10,4.93
2001-11,2001,11,5.29
2001-12,2001,12,7.33
2002-01,2002,1,3.38
2002-02,2002,2,3.31
2002-03,2002,3,10.57
2002-04,2002,4,1.91
2002-05,2002,5,5.27
2002-06,2002,6,2.37
2002-07,2002,7,3.45
2002-08,2002,8,3.66
2002-09,2002,9,2.72
2002-10,2002,10,5.41
2002-11,2002,11,2.13
2002-12,2002,12,8.59
2003-01,2003,1,0.56
2003-02,2003,2,6.56
2003-03,2003,3,1.82
2003-04,2003,4,2.52
2003-05,2003,5,4.97
2003-06,2003,6,9.44
2003-07,2003,7,3.36
2003-08,2003,8,1.58
2003-09,2003,9,3.49
2003-10,2003,10,1.81
2003-11,2003,11,5.53
2003-12,2003,12,3.59
2004-01,2004,1,3.44
2004-02,2004,2,3.5
2004-03,2004,3,4.47
2004-04,2004,4,5.64
2004-05,2004,5,4.61
2004-06,2004,6,4.62
2004-07,2004,7,4.51
2004-08,2004,8,2.71
2004-09,2004,9,0.49
2004-10,2004,10,10
2004-11,2004,11,9.26
2004-12,2004,12,3.21
2005-01,2005,1,4.27
2005-02,2005,2,3.13
2005-03,2005,3,3.52
2005-04,2005,4,2.97
2005-05,2005,5,0.75
2005-06,2005,6,2.66
2005-07,2005,7,4.4
2005-08,2005,8,3.34
2005-09,2005,9,4.33
2005-10,2005,10,0
2005-11,2005,11,4.71
2005-12,2005,12,0.72
2006-01,2006,1,3.88
2006-02,2006,2,1.79
2006-03,2006,3,5.57
2006-04,2006,4,7.27
2006-05,2006,5,3.88
2006-06,2006,6,1.88
2006-07,2006,7,1.68
2006-08,2006,8,2.14
2006-09,2006,9,4.3
2006-10,2006,10,3.48
2006-11,2006,11,5.24
2006-12,2006,12,6.72
2007-01,2007,1,8.56
2007-02,2007,2,2.33
2007-03,2007,3,0.86
2007-04,2007,4,5.66
2007-05,2007,5,2.47
2007-06,2007,6,2.84
2007-07,2007,7,5.75
2007-08,2007,8,0.16
2007-09,2007,9,5.31
2007-10,2007,10,5.79
2007-11,2007,11,3.29
2007-12,2007,12,6.04
2008-01,2008,1,0.46
2008-02,2008,2,4.8
2008-03,2008,3,8.04
2008-04,2008,4,8.78
2008-05,2008,5,4.28
2008-06,2008,6,3.18
2008-07,2008,7,2.59
2008-08,2008,8,5.34
2008-09,2008,9,8.44
2008-10,2008,10,4.08
2008-11,2008,11,2.44
2008-12,2008,12,3.55
2009-01,2009,1,2.65
2009-02,2009,2,2.13
2009-03,2009,3,5.65
2009-04,2009,4,5.32
2009-05,2009,5,13.23
2009-06,2009,6,1.54
2009-07,2009,7,11.63
2009-08,2009,8,2.25
2009-09,2009,9,8.39
2009-10,2009,10,16.05
2009-11,2009,11,1.13
2009-12,2009,12,12.15
2010-01,2010,1,2.83
2010-02,2010,2,4.48
2010-03,2010,3,2.22
2010-04,2010,4,1.92
2010-05,2010,5,9.31
2010-06,2010,6,3
2010-07,2010,7,3.73
2010-08,2010,8,2.59
2010-09,2010,9,1.36
2010-10,2010,10,2.2
2010-11,2010,11,6.64
2010-12,2010,12,2.1
2011-01,2011,1,1.21
2011-02,2011,2,4.48
2011-03,2011,3,4.51
2011-04,2011,4,8.08
2011-05,2011,5,13.79
2011-06,2011,6,1.56
2011-07,2011,7,1
2011-08,2011,8,6.57
2011-09,2011,9,1.65
2011-10,2011,10,2.29
2011-11,2011,11,13.55
2011-12,2011,12,8.3
2012-01,2012,1,3.13
2012-02,2012,2,4.36
2012-03,2012,3,9.1
2012-04,2012,4,2.29
2012-05,2012,5,0.8
2012-06,2012,6,1.15
2012-07,2012,7,1.13
2012-08,2012,8,4.1
2012-09,2012,9,5.91
2012-10,2012,10,3.73
2012-11,2012,11,2.46
2012-12,2012,12,4.69
2013-01,2013,1,5.22
2013-02,2013,2,4.58
2013-03,2013,3,4.12
2013-04,2013,4,5.77
2013-05,2013,5,7.1
2013-06,2013,6,2.58
2013-07,2013,7,3.54
2013-08,2013,8,4.33
2013-09,2013,9,3.29
2013-10,2013,10,3.4
2013-11,2013,11,4.85
2013-12,2013,12,6.8
2014-01,2014,1,2.21
2014-02,2014,2,2.93
2014-03,2014,3,5.5
2014-04,2014,4,5.14
2014-05,2014,5,6.41
2014-06,2014,6,6.96
2014-07,2014,7,6.49
2014-08,2014,8,1.8
2014-09,2014,9,0.97
2014-10,2014,10,5.18
2014-11,2014,11,2.3
2014-12,2014,12,3.28
2015-01,2015,1,3.01
2015-02,2015,2,3.74
2015-03,2015,3,9.01
2015-04,2015,4,6.75
2015-05,2015,5,11.11
2015-06,2015,6,2.98
2015-07,2015,7,4.05
2015-08,2015,8,2.25
2015-09,2015,9,0.61
2015-10,2015,10,3.6
2015-11,2015,11,12.52
2015-12,2015,12,9.09
2016-01,2016,1,3.34
2016-02,2016,2,1.89
2016-03,2016,3,13.18
2016-04,2016,4,7.72
2016-05,2016,5,2.52
2016-06,2016,6,1.95
2016-07,2016,7,6.54
2016-08,2016,8,7.54
2016-09,2016,9,1.04
2016-10,2016,10,2.37
2016-11,2016,11,2.94
2016-12,2016,12,3.86
2017-01,2017,1,2.6
2017-02,2017,2,3.42
2017-03,2017,3,4.56
2017-04,2017,4,10.02
2017-05,2017,5,7.44
2017-06,2017,6,4.23
2017-07,2017,7,5.07
2017-08,2017,8,4.75
2017-09,2017,9,0.53
2017-10,2017,10,1.32
2017-11,2017,11,0.73
2017-12,2017,12,7.24
2018-01,2018,1,2.58
2018-02,2018,2,13.24
2018-03,2018,3,5.85
2018-04,2018,4,6.3
2018-05,2018,5,4.25
2018-06,2018,6,1.77
2018-07,2018,7,3.21
2018-08,2018,8,6.79
2018-09,2018,9,7.49
2018-10,2018,10,7.35
2018-11,2018,11,6.34
2018-12,2018,12,10.34
2019-01,2019,1,4.32
2019-02,2019,2,7.5
2019-03,2019,3,3.45
2019-04,2019,4,11.76
2019-05,2019,5,11.48
2019-06,2019,6,5.57
2019-07,2019,7,3.2
2019-08,2019,8,5.37
2019-09,2019,9,0.96
2019-10,2019,10,7.77
2019-11,2019,11,4.83
2019-12,2019,12,1.79
2020-01,2020,1,6.9
2020-02,2020,2,5.63
2020-03,2020,3,5.5
2020-04,2020,4,5.86
2020-05,2020,5,6.63
2020-06,2020,6,5.77
2020-07,2020,7,3.24
2020-08,2020,8,5.72
2020-09,2020,9,3.76
2020-10,2020,10,3.16
2020-11,2020,11,1.78
2020-12,2020,12,3.6
2021-01,2021,1,4.03
2021-02,2021,2,4.34
2021-03,2021,3,7.63
2021-04,2021,4,4.31
2021-05,2021,5,5.37
2021-06,2021,6,5.16
2021-07,2021,7,3.3
2021-08,2021,8,1.65
2021-09,2021,9,0.59
2021-10,2021,10,7.05
2021-11,2021,11,2.32
2021-12,2021,12,4.36
2022-01,2022,1,4.08
2022-02,2022,2,4.54
2022-03,2022,3,6.09
2022-04,2022,4,4.93
2022-05,2022,5,5.28
2022-06,2022,6,3.53
2022-07,2022,7,1.84
2022-08,2022,8,3.26
2022-09,2022,9,1.96
2022-10,2022,10,3.11
2022-11,2022,11,4.49
2022-12,2022,12,5.77
2023-01,2023,1,7.39
2023-02,2023,2,7.41
2023-03,2023,3,8.5
2023-04,2023,4,9.57
2023-05,2023,5,2.31
2023-06,2023,6,4.33
2023-07,2023,7,3.43
2023-08,2023,8,1.54
2023-09,2023,9,0.64
2023-10,2023,10,6.39
2023-11,2023,11,1.42
2023-12,2023,12,3.62
2024-01,2024,1,9.18
2024-02,2024,2,2.57
2024-03,2024,3,5.38
