Date,Year,Month,Precip
1983-05,1983,5,10.31
1983-06,1983,6,4.99
1983-07,1983,7,3.21
1983-08,1983,8,2.9
1983-09,1983,9,0.92
1983-10,1983,10,2.58
1983-11,1983,11,5.93
1983-12,1983,12,4.27
1984-01,1984,1,1.16
1984-02,1984,2,3.72
1984-03,1984,3,4.83
1984-04,1984,4,4
1984-05,1984,5,7.28
1984-06,1984,6,0.86
1984-07,1984,7,3.67
1984-08,1984,8,3.26
1984-09,1984,9,5
1984-10,1984,10,15.05
1984-11,1984,11,8.55
1984-12,1984,12,4.44
1985-01,1985,1,2.48
1985-02,1985,2,4.3
1985-03,1985,3,6.12
1985-04,1985,4,5.5
1985-05,1985,5,2.67
1985-06,1985,6,1.76
1985-07,1985,7,2.44
1985-08,1985,8,2.34
1985-09,1985,9,9.61
1985-10,1985,10,6.9
1985-11,1985,11,7.1
1985-12,1985,12,1.91
1986-01,1986,1,0.51
1986-02,1986,2,2.86
1986-03,1986,3,3.52
1986-04,1986,4,7.64
1986-05,1986,5,5.02
1986-06,1986,6,2.99
1986-07,1986,7,1.01
1986-08,1986,8,10.05
1986-09,1986,9,2.17
1986-10,1986,10,5.46
1986-11,1986,11,3.11
1986-12,1986,12,1.9
1987-01,1987,1,1.83
1987-02,1987,2,8.03
1987-03,1987,3,4.34
1987-04,1987,4,0.86
1987-05,1987,5,3.5
1987-06,1987,6,1.85
1987-07,1987,7,2.81
1987-08,1987,8,2.72
1987-09,1987,9,3.85
1987-10,1987,10,2.68
1987-11,1987,11,6.78
1987-12,1987,12,9.13
1988-01,1988,1,3.16
1988-02,1988,2,2.58
1988-03,1988,3,5.73
1988-04,1988,4,4.58
1988-05,1988,5,2.49
1988-06,1988,6,1.37
1988-07,1988,7,5.84
1988-08,1988,8,3.78
1988-09,1988,9,6
1988-10,1988,10,5.52
1988-11,1988,11,10.66
1988-12,1988,12,2.74
1989-01,1989,1,4.23
1989-02,1989,2,9.53
1989-03,1989,3,5.14
1989-04,1989,4,1.66
1989-05,1989,5,5.03
1989-06,1989,6,4.01
1989-07,1989,7,5.94
1989-08,1989,8,1.53
1989-09,1989,9,2.88
1989-10,1989,10,0.45
1989-11,1989,11,0.94
1989-12,1989,12,0.77
1990-01,1990,1,6.94
1990-02,1990,2,7.02
1990-03,1990,3,7.65
1990-04,1990,4,6.09
1990-05,1990,5,8.89
1990-06,1990,6,2.37
1990-07,1990,7,2.93
1990-08,1990,8,4.22
1990-09,1990,9,3.47
1990-10,1990,10,7.31
1990-11,1990,11,3.68
1990-12,1990,12,6.02
1991-01,1991,1,4.17
1991-02,1991,2,1.04
1991-03,1991,3,5.23
1991-04,1991,4,11.29
1991-05,1991,5,5.7
1991-06,1991,6,4.89
1991-07,1991,7,2.34
1991-08,1991,8,2.96
1991-09,1991,9,5.55
1991-10,1991,10,7.3
1991-11,1991,11,7.73
1991-12,1991,12,6.32
1992-01,1992,1,2.16
1992-02,1992,2,2.46
1992-03,1992,3,5.76
1992-04,1992,4,3.12
1992-05,1992,5,1.92
1992-06,1992,6,6.1
1992-07,1992,7,5.85
1992-08,1992,8,2.42
1992-09,1992,9,4.78
1992-10,1992,10,0.75
1992-11,1992,11,6.95
1992-12,1992,12,6.29
1993-01,1993,1,5.85
1993-02,1993,2,3.95
1993-03,1993,3,2.3
1993-04,1993,4,7.67
1993-05,1993,5,5.35
1993-06,1993,6,3.32
1993-07,1993,7,3.61
1993-08,1993,8,3.01
1993-09,1993,9,6.17
1993-10,1993,10,5.25
1993-11,1993,11,6.31
1993-12,1993,12,3.14
1994-01,1994,1,4.64
1994-02,1994,2,3.38
1994-03,1994,3,3.99
1994-04,1994,4,5.09
1994-05,1994,5,1.76
1994-06,1994,6,3.75
1994-07,1994,7,6.33
1994-08,1994,8,2.95
1994-09,1994,9,1.79
1994-10,1994,10,2.1
1994-11,1994,11,12.02
1994-12,1994,12,4.22
1995-01,1995,1,2.44
1995-02,1995,2,1.56
1995-03,1995,3,4.16
1995-04,1995,4,6.7
1995-05,1995,5,4.99
1995-06,1995,6,1.86
1995-07,1995,7,2.71
1995-08,1995,8,0.4
1995-09,1995,9,2.28
1995-10,1995,10,2.41
1995-11,1995,11,4.33
1995-12,1995,12,3.7
1996-01,1996,1,2.97
1996-02,1996,2,1.78
1996-03,1996,3,2.58
1996-04,1996,4,5.17
1996-05,1996,5,3.02
1996-06,1996,6,4.68
1996-07,1996,7,4.1
1996-08,1996,8,2.21
1996-09,1996,9,7.86
1996-10,1996,10,3.43
1996-11,1996,11,11.91
1996-12,1996,12,4.03
1997-01,1997,1,2.24
1997-02,1997,2,5.56
1997-03,1997,3,5.74
1997-04,1997,4,7.97
1997-05,1997,5,2.23
1997-06,1997,6,2.94
1997-07,1997,7,3.21
1997-08,1997,8,2.5
1997-09,1997,9,2.44
1997-10,1997,10,5.27
1997-11,1997,11,3.2
1997-12,1997,12,3.42
1998-01,1998,1,6.83
1998-02,1998,2,5.17
1998-03,1998,3,7.6
1998-04,1998,4,3.67
1998-05,1998,5,3.53
1998-06,1998,6,1.91
1998-07,1998,7,2.31
1998-08,1998,8,2.89
1998-09,1998,9,4.24
1998-10,1998,10,10.85
1998-11,1998,11,3.21
1998-12,1998,12,2.91
1999-01,1999,1,5.3
1999-02,1999,2,1.02
1999-03,1999,3,5.39
1999-04,1999,4,5.72
1999-05,1999,5,3.32
1999-06,1999,6,3.34
1999-07,1999,7,2.56
1999-08,1999,8,0.84
1999-09,1999,9,1.42
1999-10,1999,10,2.32
1999-11,1999,11,2.9
1999-12,1999,12,6.04
2000-01,2000,1,2.27
2000-02,2000,2,3.03
2000-03,2000,3,2.61
2000-04,2000,4,4.81
2000-05,2000,5,4.83
2000-06,2000,6,5.95
2000-07,2000,7,1.7
2000-08,2000,8,0.17
2000-09,2000,9,3.43
2000-10,2000,10,1.86
2000-11,2000,11,7.43
2000-12,2000,12,2.6
2001-01,2001,1,2.68
2001-02,2001,2,8.54
2001-03,2001,3,2.29
2001-04,2001,4,1.32
2001-05,2001,5,4.76
2001-06,2001,6,3.08
2001-07,2001,7,4.92
2001-08,2001,8,2.46
2001-09,2001,9,3.34
2001-10,2001,10,3.26
2001-11,2001,11,5.22
2001-12,2001,12,7.49
2002-01,2002,1,4.04
2002-02,2002,2,3.65
2002-03,2002,3,9.45
2002-04,2002,4,4.03
2002-05,2002,5,3.34
2002-06,2002,6,4.91
2002-07,2002,7,9.17
2002-08,2002,8,2.98
2002-09,2002,9,1.95
2002-10,2002,10,2.81
2002-11,2002,11,1.78
2002-12,2002,12,5.94
2003-01,2003,1,1.63
2003-02,2003,2,4.26
2003-03,2003,3,1.9
2003-04,2003,4,2.43
2003-05,2003,5,6.76
2003-06,2003,6,6.17
2003-07,2003,7,3.24
2003-08,2003,8,4.81
2003-09,2003,9,3.53
2003-10,2003,10,2.55
2003-11,2003,11,7.44
2003-12,2003,12,3.78
2004-01,2004,1,2.66
2004-02,2004,2,2.54
2004-03,2004,3,3.09
2004-04,2004,4,7.32
2004-05,2004,5,4.01
2004-06,2004,6,4.14
2004-07,2004,7,4.65
2004-08,2004,8,7.7
2004-09,2004,9,0.07
2004-10,2004,10,10.4
2004-11,2004,11,9.15
2004-12,2004,12,2.69
2005-01,2005,1,5.16
2005-02,2005,2,2.84
2005-03,2005,3,5.5
2005-04,2005,4,4.69
2005-05,2005,5,0.95
2005-06,2005,6,1.25
2005-07,2005,7,2.93
2005-08,2005,8,2.74
2005-09,2005,9,6.04
2005-10,2005,10,0
2005-11,2005,11,3.41
2005-12,2005,12,0.32
2006-01,2006,1,4.22
2006-02,2006,2,1.53
2006-03,2006,3,5.15
2006-04,2006,4,6.31
2006-05,2006,5,4.47
2006-06,2006,6,2.12
2006-07,2006,7,2.94
2006-08,2006,8,1.29
2006-09,2006,9,3.92
2006-10,2006,10,5.67
2006-11,2006,11,5.64
2006-12,2006,12,6.94
2007-01,2007,1,7.91
2007-02,2007,2,2.61
2007-03,2007,3,2.52
2007-04,2007,4,4.41
2007-05,2007,5,3.37
2007-06,2007,6,6.64
2007-07,2007,7,2.74
2007-08,2007,8,0.48
2007-09,2007,9,6.59
2007-10,2007,10,6.14
2007-11,2007,11,1.63
2007-12,2007,12,7.12
2008-01,2008,1,1.73
2008-02,2008,2,5.65
2008-03,2008,3,13.52
2008-04,2008,4,11.17
2008-05,2008,5,5.47
2008-06,2008,6,4.08
2008-07,2008,7,5.78
2008-08,2008,8,6.62
2008-09,2008,9,9.74
2008-10,2008,10,3.71
2008-11,2008,11,2.35
2008-12,2008,12,4.65
2009-01,2009,1,2.61
2009-02,2009,2,3.24
2009-03,2009,3,6.28
2009-04,2009,4,5.73
2009-05,2009,5,12.59
2009-06,2009,6,2.85
2009-07,2009,7,7.27
2009-08,2009,8,4.27
2009-09,2009,9,8.71
2009-10,2009,10,14.19
2009-11,2009,11,1.86
2009-12,2009,12,7.08
2010-01,2010,1,4.36
2010-02,2010,2,2.79
2010-03,2010,3,3.1
2010-04,2010,4,4.08
2010-05,2010,5,9.27
2010-06,2010,6,3.19
2010-07,2010,7,5.71
2010-08,2010,8,1.69
2010-09,2010,9,5.26
2010-10,2010,10,0.6
2010-11,2010,11,2.75
2010-12,2010,12,2.03
2011-01,2011,1,0.85
2011-02,2011,2,7.08
2011-03,2011,3,2.78
2011-04,2011,4,11.72
2011-05,2011,5,10.07
2011-06,2011,6,1.62
2011-07,2011,7,1.37
2011-08,2011,8,5.97
2011-09,2011,9,1.72
2011-10,2011,10,3.86
2011-11,2011,11,13.37
2011-12,2011,12,7.09
2012-01,2012,1,3.52
2012-02,2012,2,2.93
2012-03,2012,3,11.12
2012-04,2012,4,2.03
2012-05,2012,5,0.05
2012-06,2012,6,1.17
2012-07,2012,7,3.32
2012-08,2012,8,4.37
2012-09,2012,9,5.57
2012-10,2012,10,2.51
2012-11,2012,11,1.73
2012-12,2012,12,3.16
2013-01,2013,1,7.45
2013-02,2013,2,4.03
2013-03,2013,3,2.9
2013-04,2013,4,4.79
2013-05,2013,5,5.33
2013-06,2013,6,2.77
2013-07,2013,7,5.27
2013-08,2013,8,6.33
2013-09,2013,9,1.56
2013-10,2013,10,3.79
2013-11,2013,11,3.82
2013-12,2013,12,4.83
2014-01,2014,1,2.65
2014-02,2014,2,2
2014-03,2014,3,3.89
2014-04,2014,4,5.02
2014-05,2014,5,5.51
2014-06,2014,6,5.83
2014-07,2014,7,3.42
2014-08,2014,8,3.75
2014-09,2014,9,1.82
2014-10,2014,10,5.02
2014-11,2014,11,2.46
2014-12,2014,12,3.27
2015-01,2015,1,4.66
2015-02,2015,2,2.67
2015-03,2015,3,7.62
2015-04,2015,4,4.28
2015-05,2015,5,14.99
2015-06,2015,6,3.15
2015-07,2015,7,6.94
2015-08,2015,8,2.21
2015-09,2015,9,3.38
2015-10,2015,10,3
2015-11,2015,11,13.47
2015-12,2015,12,10.21
2016-01,2016,1,1.2
2016-02,2016,2,1.13
2016-03,2016,3,6.81
2016-04,2016,4,4.61
2016-05,2016,5,4.33
2016-06,2016,6,1.39
2016-07,2016,7,8.56
2016-08,2016,8,9.82
2016-09,2016,9,1.73
2016-10,2016,10,3.89
2016-11,2016,11,4.57
2016-12,2016,12,1.32
2017-01,2017,1,2.88
2017-02,2017,2,1.5
2017-03,2017,3,6.79
2017-04,2017,4,8.92
2017-05,2017,5,7.86
2017-06,2017,6,5.26
2017-07,2017,7,5.87
2017-08,2017,8,6.19
2017-09,2017,9,0.33
2017-10,2017,10,2.18
2017-11,2017,11,1.46
2017-12,2017,12,4.08
2018-01,2018,1,2.22
2018-02,2018,2,10.6
2018-03,2018,3,4.28
2018-04,2018,4,3.02
2018-05,2018,5,6.32
2018-06,2018,6,4.36
2018-07,2018,7,2.21
2018-08,2018,8,14.68
2018-09,2018,9,4.59
2018-10,2018,10,5.4
2018-11,2018,11,6.29
2018-12,2018,12,6.52
2019-01,2019,1,3.96
2019-02,2019,2,8.73
2019-03,2019,3,3.84
2019-04,2019,4,7.27
2019-05,2019,5,13.05
2019-06,2019,6,5.8
2019-07,2019,7,3.53
2019-08,2019,8,7.58
2019-09,2019,9,2.85
2019-10,2019,10,4.86
2019-11,2019,11,6.81
2019-12,2019,12,1.97
2020-01,2020,1,5.65
2020-02,2020,2,4.27
2020-03,2020,3,9.9
2020-04,2020,4,5.42
2020-05,2020,5,9.6
2020-06,2020,6,4.03
2020-07,2020,7,5.12
2020-08,2020,8,6.09
2020-09,2020,9,6.62
2020-10,2020,10,3.69
2020-11,2020,11,2.77
2020-12,2020,12,3.44
2021-01,2021,1,4.71
2021-02,2021,2,4.13
2021-03,2021,3,4.81
2021-04,2021,4,7.64
2021-05,2021,5,8.6
2021-06,2021,6,6.33
2021-07,2021,7,5.71
2021-08,2021,8,2.88
2021-09,2021,9,3.4
2021-10,2021,10,3.58
2021-11,2021,11,2.14
2021-12,2021,12,3.7
2022-01,2022,1,7.73
2022-02,2022,2,6.14
2022-03,2022,3,5.66
2022-04,2022,4,6.48
2022-05,2022,5,7.38
2022-06,2022,6,1.31
2022-07,2022,7,3.1
2022-08,2022,8,4.82
2022-09,2022,9,1.29
2022-10,2022,10,4.08
2022-11,2022,11,4.43
2022-12,2022,12,4.11
2023-01,2023,1,5.65
2023-02,2023,2,6.88
2023-03,2023,3,11.77
2023-04,2023,4,4.64
2023-05,2023,5,5.13
2023-06,2023,6,6.65
2023-07,2023,7,4.97
2023-08,2023,8,3.62
2023-09,2023,9,4.82
2023-10,2023,10,6.5
2023-11,2023,11,1.87
2023-12,2023,12,4.25
2024-01,2024,1,9.2
2024-02,2024,2,2.46
2024-03,2024,3,6.05
